author,rating,title,content
,"1,0",,"Si je pouvais mettre 0 je le ferai plus que nul, à ceux qui n'ont pas encore vu la saison 2 veuillez ne pas le faire et garder la magnifique image que la saison 1 nous a laissé.Scénario 0, histoire 0 tellement illogique à un certain moment je sentais comme si je voyais un film hindou.Et le pire y a rien dans cette saison ils t obligent d attendre la 3 ème saison pour comprendre l'incohérence de cette saison Bref très déçue  "
,"0,5",,"Vraiment mauvais, tu étais constamment  prévisible. J'ai perdu du temps de vie dans cette série.C'est du vu est re vu."
,"0,5",,"Le scénario est nul, les acteurs sont vraiment à chier. On découvre tout avant que ça se passe. Je critique vraiment les réalisateurs et les scénaristes. Franchement, un film de 1h20 aurait été suffisant. Je préfère me refaire la purge... Passez votre chemin sur cette série."
,"1,5",,"Trop déçue ! J'avais adoré la saison 1 et là le moins qu'on puisse dire c'est que je reste sur ma faim (fin?).Ce qui est sympa c'est que l'univers Squid Game est là avec ses codes, ses couleurs etc... Personnellement j'aime bien le héro et les personnages qui en font trop donnent un côté absurde et décalé qui fait parti du truc. Il y a un côté ""un peu"" répétitif dans les jeux mais ça passe encore. Ce qui m'a vraiment gêné c'est les tentatives ratées parceque bâclées pour créer l'émulation dans cette saison. Il y a de bonnes idées comme de montrer l'envers du décors avec désidératas et les failles des petites mains qui travaillent pour le jeu. Mais je trouve qu'ils ont commencé quelque chose d'intéressant qui reste en suspend. Pareil pour l'équipe qui cherche l'île ça reste en suspend. Le personnage de 001 qui révèle son jeu en fin de saison pourquoi pas mais je comprends pas le principe de la tentative d'évasion qui échoue...(? 樂). J'ai lu certains avis qui traduisaient ça par le fait de donner un côté palpitant à un jeu dont on ne peut pas s'extraire..  Mouais.. ok... mais sans aller au bout du truc en matière du renouvellement de l'intrigue et en coupant l'espoir de cette manière, je crains personnellement de me lasser. J'ai l'impression d'être un pigeon qui a gober 7 nouveaux épisodes pour rien. Peur que le côté business ne l'emporte encore une fois sur l'idée ovni d'origine que j'avais apprécié..."
,"4,0",,J'ai ADORÉ la saison 2 malgré qu il y a des choses prévisibles. J en dirai pas plus pour pas spoiler mais déçu de la fin car attendre autant de temps pour une fin de cette saison qui nous laisse sur notre faim.
,"5,0",,"Mis à part un personnage féminin qui surjoue parfois, tous les autres acteurs sont vraiment excellents. Une série surprenante et addictive de bout en bout. Je ne suis pas prêt d'oublier notamment l'épisode 6, bouleversant !"
,"5,0",,"Incroyable, une série comme on en fait plus. On passe par une multitude d'émotions, des personnages vraiment attachants et des scènes vraiment dramatiques. Le concept aurait pu être lourd, mais chaque épreuves  révèle son lot d'innatendu . On est jamais en paix et on se met souvent à la place des joueurs et on se dit, j'aurai fait quoi à leur place?On peut apprécier un personnage et le détester l'épisode suivant. Vraiment incroyable. Je rajouterai une petite touche de OZ pour ceux qui ont connu la série certains passage m'y ont beaucoup fait penser également."
,"5,0",,"J'avais mis une Etoile sur allocine en la regardant une première fois. En la regardant une deuxième fois j'ai compris plus de chose et j'admet que je m'etais fait un film dans ma tête et de ne pas voir ce que je voulais ma frustrer. Mais en me laissant la regarder et porter par les épisode. J'ai pu voir a quelle point la saison 2 a surpasser la une en tout point. Gore, émouvant, de la baston, une histoire épique et des personnage attachant. c'est une série baser sur la philosophie, l'art de vivre ensemble et montrant la vrais facette de l'humain en tout circonstance. Bravo un coup de génie. Alors j'appuie sur le cercle pour continuer a regarder la saison 3 :D   PS: Call of duty X squid game va faire très, on se rejoins tous a l'arène camarade ahah"
,"5,0",,"Excellente Serie, je la mets dans la case chef d'oeuvre mais ce n'est bien sur que subjectif, je ne me suis jamais ennuyer et les épisodes se valent tous autant que les autres. Le suspens est à son paroxysme,"
,"5,0",,Bonjour vraiment incroyable je l'ai regardé avec mes 2 enfants 16 et 17 vraiment flippant bcp de scène de morts c'est cela qui m'a le plus marqué sachant que les Personnages ne le savaient pas ou sinon dans l'ensemble les acteurs sont top il joue  trop bien. Alors l'idée du film Les jeux les décors tous quoi  vraiment génial et bien pensé vous êtes forts les coréen.
,"5,0",,"En tout cas cette saison 2 est une master class, bonne surprise pour fin 2024 Franchement je valide! même si le gens meurs difficilement."
,"1,5",,Très mauvais jeu d'acteur. Aucunes émotions dégagées. Scénario ultra prévisible. Je déconseille cette série.
,"5,0",,un seul motWOW cela fait du bien de voir de vraies series bien tournées et réaliséesj'ai hate de voir la saison 2
,"5,0",,À part quelques point négatif la saison 2 est très satisfaisant dans son ensemble avec des personnages un peu caricaturaux mais utiliser de manière à les rendre attachant. Les jeux sont moins bien mais toujours aussi stressant. Je suis mitigés sur la fin mais je la déteste pas. Je ne comprend pas toute la vague de haine souvent pour des raisons superficielles.
,"4,0",,"Très cool cette nouvelle série. Le concept n'est pas révolutionnaire mais il marche très bien et il se renouvelle sans arrêt, on est toujours surpris, l'inventivité des jeux est géniale et tout l'univers autour de ça nous donne envie d'en voir plus. Le casting est bon, visuellement c'est cool. Je n'ai pas vu le temps passer c'était très divertissant. Quelques facilités parfois mais ça ne m'a pas dérangé plus que ça et l'épisode final est un peu long quand même."
,"4,0",,"Bonne suite malgré qu'on a pas l'impression que cela soit véritablement une saison 2. On dirait plutôt la 1ère partie d'une saison 2. Il n'y a pas véritablement une vrai fin. Cela est dommage car on a attendu 3 ans pour cette suite. Mais malgré cela il n'y a rien à dire. La série reste qualitative, drôle et pleine d'émotions. Les acteurs sont géniaux. On attend vivement la suite et la conclusion de ce chef d'œuvre."
,"5,0",,"Généralement je ne suis absolument pas série survival mais celle-ci a réussi à m'accrocher et elle est juste INCROYABLE ! Les personnages attachants, un scénario sinistre, les ost géniales et de très très bons acteurs, enfin bref. Je vous la conseille vivement ! (Bon maintenant je ne vais plus être bien en entendant 
spoiler: 
Johann Strauss 
II - An der schönen blauen Donau, Op. 314 et des petits jouer à 1, 2, 3 soleil
 mais tant pis xD)"
,"5,0",,une série pas habituel à dévorer sans modération avec un gros suspens au fur et à mesure de l intrigue  une très bonne surprise
,"4,0",,"""On va jouer à un jeu""Cette phrase culte du film SAW prend ici tout un nouveau sens.Abominable.L'humanité est capable de ça ? Faut croire que oui quand je me souviens des gladiateurs, du nazisme et des enfants à qui on arrachait les yeux pour les revendre. Envie de crier.Rendons hommage au dessinateur Escher pour les scènes dans les escaliers.Pour l'instant je ne juge que sur mes 4 premiers épisodes que j'ai vus."
,"5,0",,"J'ai adoré, du début jusqu'à la fin. Très pressée pour la saison 3! Je n'ai été déçu de Rien et a chaque fois la série a eu de sacrés rebondissements."
,"5,0",,"déjà commencé, déjà terminé. squid game, contrairement à ce que plusieurs personnes peuvent penser, n'est pas qu'une série ou il n'y a que du sang et des morts. oui, mais pas que. il y a aussi de l'humour. j'ai adoré cette série et je l'ai vu et revue. super série."
,"3,5",,"Je ne voyais pas d'intérêt à une suite au blast de 2021 : la boucle était bouclée et de fort belle manière. Pourtant Netflix a évidemment produit la suite. Et, j'avoue que cette nouvelle partie a bien des qualités. Déjà la motivation du gagnant du 1er jeu, fait sens. Ensuite le focus sur l'enquêteur ayant survécu, est un autre axe intéressant. Les deux histoires se croisent avant de suivre leur chemin (mais l'une est bien plus intéressante que l'autre qui multiplie les échecs au point d'agacer le spectateur). Les nouveaux jeux, les nouveaux règles, les nouvelles gueules, les nouvelles musiques sont autant de points positifs qui prolongent le plaisir avec fraîcheur. Tout comme le côté backstage et le soin apporté aux ""méchants"". Violence, comédie, drame, tout se mêle dans ce Squid Game qui joue encore sur les enjeux moraux, avec une vraie sensibilité. Dommage que la fin soit aussi abrupte et semble nous refaire le coup de la saison 2 de la Casa de Papel. Mais j'ai envie d'y croire et de terminer la partie."
,"2,5",,"Cette deuxième saison est paradoxale: elle semble souvent traîner en longueur dans des scènes à rallonges injustifiées, alors qu'elle se termine de manière abrupte et un peu anticipée, comme si elle avait été artificiellement coupée en deux parties. On reste donc sur sa faim, et pas vraiment convaincu par l'ensemble qui est mal équilibré et parfois trop caricatural, que ce soit le fond ou la forme."
,"3,5",,"Il faut 2 ou 3 épisodes pour entrer dedans,mais après on veut savoir la suite et on enchaîne les épisodes facilement."
,"3,0",,"Ayant été plutôt conquis par la saison 1 par son originalité, je me suis laissée tenter par la saison 2. Les premiers épisodes tise une toile (plutôt bien fichue) pour renfermé le public dans le même décors déjà vu dans la saison 1, même méthode, même règle avec cette fois des personnages très, trop caricatural. (on a tout : le trans, le duo familial, le soumis, le drogué. comme ça le paquet est fait) après le manque de rythme est flagrant, tout est visible à des kilomètres sur ce qui va se passer, peu de suspens et peu de surprise.. dommage. certaine scène (dans les toilettes) son sympa , certains jeux (le manège) simple et efficace. c'est également plaisant de passer un peu dans les coulisses du jeux. malgré son scénario téléphoné, peu de suspens et des personnages pas super travailler, cet saison 2 (ou plutôt partie 1) se laisse regarder sans problème mais ne chamboulera pas le cinéma."
,"3,5",,"Un Battle Royale en huis clos dans lequel 456 joueurs s'affrontent pour gagner de l'argent ou mourir au cours de six jeux inventifs durant lesquels tous les coups sont permis. Si certains acteurs surjouent vraiment trop (mais c'est souvent le cas dans les films coréens), on s'attache rapidement à certains d'entre eux. L'ambiance de la série est plutôt réussie, avec une part de mystère liée aux masques portés par les organisateurs du jeu et à l'île où se déroulent les épreuves mortelles. L'effet de surprise de la première saison n'est bien évidemment plus là dans la saison 2, mais la suite de la série parvient à nous étonner une nouvelle fois en nous montrant l'envers du décor. Certains personnages sont une fois encore insupportables et surjouent, les jeux sont moins intéressants que dans le premier volet, certaines scènes trainent en longueur pour justifier une troisième saison, mais quelques bonnes idées scénaristiques permettent de ne pas s'ennuyer outre mesure. La saison 2 se conclut sur un cliffhanger qui laisse espérer que la saison 3 éclaircira les zones d'ombre de l'histoire (qui tire les ficelles ? Pourquoi le numéro 001 a-t-il pris le risque de participer aux jeux ? Pourquoi le numéro 11 lutte-t-elle contre les prélèvements d'organes ?...).Mais rien de tout ça pour le final de Squid Game qui reprend son rythme de croisière avec de nouveaux jeux dans la saison 3, comme si rien ne s'était passé dans la saison précédente. La fin est tellement prévisible qu'on espère jusqu'au bout que les scénaristes aient prévu autre chose pour nous surprendre. En vain. Dommage car cette série très originale dans sa première saison et surprenante dans la deuxième saison, échoue à se conclure efficacement dans sa saison 3. Mais elle aura au moins eu le mérite d'inspirer d'autres séries qui ne lui arrivent la plupart du temps pas à la cheville. Game over."
,"3,5",,"Bourrée d'incohérences, pour mieux y porter critique, cette série nous fais plonger sans réserve aucune et avec un intérêt préservé, voir démesuré."
,"3,5",,"Cet habile mélange entre l'univers de la série ""Alice in borderland"" et celui de ""Battle royale"" est original et bien rythmé avec de l'action, de l'intrigue, de l'émotion et du suspense quant aux jeux lors desquels les candidats vont devoir s'affronter pour rafler la mise. Les personnages principaux sont intéressants, notamment Seong Gi-Hun, formidable loser au grand cœur que ne renierait pas Bong Joon-Ho ! Seul fausse note pour ma part : la fin de saison, un peu longue à se mettre en place et s'achevant sur un cliffhanger improbable ! Mais je visionnerai à coup sûr la suite si elle se fait !"
,"3,5",,"Cet habile mélange entre l'univers de la série ""Alice in borderland"" et celui de ""Battle royale"" est original et bien rythmé avec de l'action, de l'intrigue, de l'émotion et du suspense quant aux jeux lors desquels les candidats vont devoir s'affronter pour rafler la mise. Les personnages principaux sont intéressants, notamment Seong Gi-Hun, formidable loser au grand cœur que ne renierait pas Bong Joon-Ho ! Seul fausse note pour ma part : la fin de saison, un peu longue à se mettre en place et s'achevant sur un cliffhanger improbable !"
,"3,5",,"J'aime déjà ce genre de concept où on a une sorte de jeu sadique autour de pièges mortels : Saw, Cube, L'expérience, Hunger Games, Escape Games, Battle Royale...Ici on a une version coréenne en format série tout à fait passionnante : bon casting, joli design, bonnes idées de jeu...Pas incroyable face au reste mais très bon. La saison2 revisite de manière plutôt intelligente le concept si ce n'est l'absence de découpage par épisode et de fin puisqu'une saison3 était prévue. Elle au moins se finit et ouvre sur un éventuel reboot américain.Mais de nombreuses situations de cette saison dans les décisions des participants sont un peu absurdes (jusqu'à l'épreuve finale où c'est du grand n'importe quoi)."
,"3,5",,"3,5/5 Bien. Une bonne surprise, en neuf épisodes le rythme est soutenu, l'histoire avance plus qu'attendu à première vue, on peut espérer une trame de fond bien travaillée mais ce sera à confirmer dans la suite. Les épisodes s'enchaînent avec plaisir, les acteurs sont convaincants. Les ""ultimes rebondissements"" sont bien de marque asiatique, on peut s'y attendre grâce à quelques indices et le timing est un peu gros mais ça passe. Bien."
,"4,5",,"Pour qui connaît le cinéma coréen, la série use de sa recette a savoir drama, comédie et violence. Squid Game joue sur la lutte des classes par le prisme de jeux d'enfants et c'est sa force. Un pitch dingue, des costumes et décors décalés, une galerie de personnages attachants, du mystère, des intrigues et sous intrigues variées et du rythme et de l'utraviolence. Le hit de 2021 n'a pas usurpé son succès."
,"5,0",,"Une des meilleures séries. Beaucoup de suspens, d'émotion et d'action. Les acteurs jouent très biens."
,"4,0",,"Délicieusement ""dérangeant"" et adictif... Scénario en béton même si reprise de plusieurs genres et films déjà vusLa bande annonce ne me donnait pas envie et au final j'ai visionné la série en un jour"
,"2,5",,J'ai détesté le jeu des acteurs. C'est en permanence sur-surjoué et j'ai trouvé ça insupportable. Sinon l'idée est bonne et l'histoire plutôt intéressante.
,"4,5",,"Il est surprenant de voir la recherche entre toute cette équilibre dramatique et horrifique, le tout, basé sur le thème à jeu. Squid Game est une excellente surprise."
,"2,0",,"la première question est pourquoi? pourquoi ce buzz autour de la série. l'histoire est intéressante mais malheureusement gâchée par un mauvais jeu d'acteurs qui jouent des personnages caricaturaux.  une pâle copie de battle royale,  de fantomas avec le maître du jeu. des décors kitch.  une intrigue avec le traffic d'organes qui n'aboutit pas. des lenteurs entre chaque jeux. des incohérences dans le scénario.  Le tout donne une série moyenne ou l'on s'ennuie."
,"4,5",,"Lorsque cette série est sortie, en voyant tout l'emballement autour de cette série, je me suis dit ""bon encore une série du style Casa de Papel"", une série sur côtée etc. Elle ne me tentait donc pas du tout. Puis j'ai essayé et effectivement cette série est un OVNI comme j'ai pu lire sur un autre commentaire. On retrouve là un scénario, une série d'une qualité rare. J'ai eu récemment une claque en voyant le film Parasite. Et bien là c'est la même chose. La série n'est pas parfaite mais je la trouve tout de même excellente. 
spoiler: 
 On se doute par exemple de qui va gagner, mais je pense que la série n'essaye pas de nous le cacher. 
 Cette série va bien plus loin que ce qu'elle nous montre puisqu'elle veut nous faire passer un message que je laisse le soin aux spectateurs de découvrir. Et puis cela fait du bien de voir une série qui ne se soucis pas des critères de la bien pensance etc. Là on a une série vraiment unique, gore certes, mais quel régal..."
,"5,0",,j'ai adoré cette série. elle a une petite lenteur necessaire sur une épisode mais du reste que c'est bon. J'étais tellement dans le mal sur le jeu où ils sont encore 80. j'avais encore plus peur que eux tellement les scènes et l'ambiance étaient bien amenées. Encore !!!
,"2,5",,"Nouvelle série-phénomène de Netflix, Squid Games plait le temps d'un épisode puis déçoit. Donc un programme sur-côté coréen détrône un programme sur-côté français (Lupin) dans l'audimat netflixien, bon en même temps çà fait longtemps qu'on sait que majorité n'est pas égale à qualité. Et heureusement que Le Jeu De La Dame vient rehausser le podium. L'idée de base est bonne mais s'étiole très vite, les ficelles sont grosses, certains twists se devinent à l'avance et on se fout clairement du sort de chacun des personnages tant ils sont tous antipathiques. Et cette façon outrée de jouer de certains acteurs coréens est absolument insupportable, il faudrait peut-être songer à leur dire qu'à la télé on n'est pas au théâtre, pas la peine d'en faire des caisses pour que tout le monde en profite."
,"2,0",,"Des hauts avec de longues scènes tendues de jeux et des bas avec tout le reste, dans le neuvième et dernier épisode très faible la démagogie de cette série avec un message moralisateur comme pour se rattraper après tant de cynisme et de racolage tombe à plat."
,"5,0",,"Que dire de plus avec mes 5 étoiles ? Je pensais avoir affaire à un film pour ado. Après avoir vu les Narcos et El Chapo, je n'étais pas enclin pour une série qui m'avait tout l'air d'un truc de jeu. Le premier épisode me confortait dans mes croyances, jusqu'à à ce d'un seul j'assiste à une fin de cet épisode qui m'a laissé dans une grande stupéfaction. Et c'est parti ça sa dévore entièrement en un weekend ou pour les plus endurants en une nuit blanche. Allez y ! Il n'y a pas lieu d'hésiter devant un tel exploit sud coréen. Tout est magnifique. Decor, suspense, psychologie. 5 étoiles sur 5!"
,"2,5",,"On voit que le concept Squid Game s'essouffle, par rapport à une saison 1 parfaite et sans de ""trop"", ici on se retrouve avec des longueurs et des scènes plus inutiles les unes que les autres, la fin nous laisse sur un cliffhanger désastreux et sans grand intérêt car on s'y attendait. La série est particulièrement longue à se lancer au début également. Beaucoup de faux raccords dans l'histoire, pourquoi le joueur 456 n'a pas proposé de partager sa cagnotte qu'il avait gagné avec les autres joueurs pour faire voter contre la reprise d'un jeu ? En fait, le problème dans cette saison c'est qu'on s'attend à tout ce qui se passe, contrairement à la saison 1 où chaque scène était une surprise et une énigme... Cependant, les personnages sont très attachants, et je les préfère à ceux de la saison 1 (La dame âgée et son fils, la femme transgenre, la fille enceinte et célibataire, l'investisseur en crypto...J'espère des rebondissements sur la saison 3 car je suis resté sur ma faim"
,"5,0",,Le début est TRÈS lent il ne donne pas envie d’aller plus loin.. en se forçant un peu tu regrettes vraiment pas d’avoir continue ….. bref le l’ai termine 2 jours t’as compris le truc ..
,"3,5",,"Je me retrouve dans le même cas que pour ""La Casa de papel"" : il faut  trouver ça génial sinon on passe pour un ringard.Et bien ,non, je refuse ! La ""Casa "" c'est très innovant (surtout la saison1) mais ça ne me laisse pas sur le c*** comme je l'ai été un jour en finissant SEVEN , USUAL SUSPECT , le 6éme SENS ou THE GAME en autres films à twist  final!!!!!!En parlant de La Casa de Papel ;le coup des combinaisons rouges et des masques dans  Squid Game?? je vous laisse juge.... Revenons à Squid Game , j'ai aimé beaucoup de choses , je ne dis pas le contraire, mais de là a crier au génialissime ,il y a du chemin!! C'est du pompé Battle Royale , les gars , faut pas exagérer ,non plus!! J'ai aimé l'image (les décors en jettent,c'est vrai), certains jeux assez géniaux
spoiler: 
""1.2.3 soleil ""-""le jeu du pont de verre"" qui pour moi est le meilleur
 les persos qui  jouent très bien pour certains  quand d'autres sont horripilants (surjeux asiatique fréquent)mais dans l'ensemble c'est HYPER cliché et on devine de suite qui va survivre! L'épisode 6 est excellent sur la noirceur de la nature humaine mais certains épisodes sont creux et uniquement là pour trainer en longueur sur 9 épisodes .J'ai pas aimé les VIP avec le coté copié/collé ""Hostel"" , leurs masques boules à facettes ridicules et le coté habituel de la critique de la société riches et pauvres en Corée comme ailleurs. Pas plus que l'inspecteur infiltré qui ne  sert pas à grand choseLe scénario ?? .... Pas de quoi s'extasier : du Battle Royale, Hunger games,Alice in Borderland et j'en passe! La fin 
spoiler: 
 le vieux monsieur qui se  la joue SAW?
Oh! les gars , si vous n'aviez pas trouvé il ne  faut  plus regarder que les enquêtes de Scoubidou  !! Très Gros 
spoiler: 
le chiffre 001 celui du Boss! Comment a t'il survécu: il connaît tous les jeux , retrouve sa maison dans sa rue et c'est le seul qui ne prends pas sa désormais célèbre bastos dans la tronche en plan direct, réfléchissez donc un peu ??
A voir ? Oui ; mais pas cultissime comme beaucoup de monde le dit !"
,"0,5",,"Déjà que la saison 1 étais écrite par un enfant de 5 ans, la saison 2 c'est un enfant de 3 ans, cela me fait regretter Arthur malédiction tellement cette saison 2 est une insulte, dialogues réellement pitoyable, scène EXTREMEMENT LONGUE qui n'ont AUCUN intérêt, tellement d'incohérences qu'il ferait passer un nanar pour un chef d'œuvre. 100M de budget pour aucun effort."
,"5,0",,"La série de l'année avec Arcane, c'est innovant, décalé et long, que demander de plus ? Hâte de voir la saison 2."
,"2,0",,"Pas terrible, prévisible et une seul saison aurait suffit.Série qui surfé un peu sur le succès d autre série sortie précédemment mais au final c est juste du réchauffé.."
,"5,0",,Génialissime!!!Le cinéma coréen est de plus en plus surprenant. Cette série a tout! Regardé les 9 épisodes en une soirée. A ne surtout pas manquer.
,"5,0",,"une très belle série avec de fort personnage hâte de voir une saison 2 
spoiler: 
 faut dire que jabais plus rien a dire alors je vous écris ses quelque lugne pour vous spoiler qua la fin .... ah zut je suis qu'au 8 eme episode bon jy retourne finir la série que je recommande fortement ⏺️⏹️"
,"5,0",,"Même si nous le savions dès le début qui allait gagner, cette série est génial. Dès que le premier Jeu débute, impossible de ne pas regarder la suite! On en réclame encore et encore (pauvres candidats lol). Les jeux de notre enfance comme thème de jeux est une excellente idée. Vivement la suite de la série ❤️"
,"2,0",,"Une saison 2 en mode forçage, plus d'effets de surprise, des personnages caricaturaux poussés à l'extrême, des longueurs pour combler le vide, l'histoire générale très bancale etc C'était prévisible, une série comme ça c'est top mais c'est un fusil à un coup ."
,"2,5",,"L'enthousiasme pour cette série est à limage de celle ci, on suit le troupeau.Je ne trouve rien d'extraordinaire, les effets speciaux sont datés, par moment c'est inutilement gore, les acteurs surjouent (c'est peut-être le style coréen), on a des passages trèèèèss longs. Les intrigues secondaires ne sont pas creusées.Ca aurait pu faire une bon film de 2 h, mais une serie de 09 épisodes...."
,"4,0",,"J'ai bien aimé la série sauf les deux derniers épisodes, je ne sais pas pourquoi mais bon. Les personnages sont attachants mais ils meurent tous donc dommage. 4/5"
,"4,0",,"Malgré quelques années d’attente, la saison2 de squid game est une réussite. Elle n’est pas aussi parfaite que la saison 1 Mais arrive à nous faire douter et nous donner un bon scénario. Hâte de voir ce que nous réserve la suite."
,"4,0",,"Très très bonne série, vraiment mais j'espère que vous avez le cœur accroché.Ce qui m'a étonné avant toute chose c'est surtout le succès de la série : le concept de Battle Royal est un concept imminent de la culture asiatique, il y a une tonne et demie d'œuvres en tout genre sur ce thème, donc même si certain/es œuvres sont tout aussi bonnes que Squid Game, je pense que c'est surtout la communication autour de cette série qui l'a fait exploser, à tel point qu'elle a presque dépassé La Casa De Papel.Si on s'en tiens uniquement à la série même, elle est déjà très bien réalisée avec des décors réalistes et soignés, et malgré le scénario peut original celui ci est vraiment bien écrit et donne un ensemble cohérent, avec de multiples rebondissements, qui viennent rajouter du piquant aux épisodes qui en possèdent déjà beaucoup. Je suis vraiment passé par toutes les émotions pendant le visionnage, de l'envie de gagner, envie de pleurer, envie de se battre, j'ai rarement ressenti cela.De plus, cette série a un sens caché très important, c'est un véritable satire de la société coréenne, qui démontre le manque de pitié face aux personnes avec des problèmes financiers, et la ou Squid Game est fort c'est qu'il fait vraiment réfléchir à ce sujet, et remet en cause notre manière de penser vis à vis de ces pauvres gens. La série est assez trash, si vous êtes sensible je vous la déconseille vivement, car elle est très malsaine et contient des scènes choc.En revanche si vous avez aimé les films Saw, Alice in Borderland ou le  manga Real Account vous serez servis avec cette série, très réussie."
,"4,5",,"Grandiose. Un jeu de massacre d'une grande humanité. Jouissif pervers immoral révoltant et émouvant à la fois, sans parler de l'originalité, une grande réussite. Quelques longueurs toutefois."
,"2,0",,"Série banalisant la violence extrême et mêlant jeux de récréation à massacres de masse. Le concept est simple : vous jouez à des jeux d'enfants, et si vous perdez, vous êtes éliminé au sens littéral du terme. Il est très inquiétant que des enfants puissent voir ce genre de choses, et que cette série ait autant de succès. En dehors de décors et de dialogues bien construits, la fin n'est finalement pas du tout convaincante, et presque désespérante. Il est, de mon avis encore plus criminel que Netflix mette ce genre de choses à disposition d'enfants qui peuvent grandement être perturbés suite à ce mélange macabre entre les jeux auxquels ils jouent dans la cour de récréation et cette ambiance horrible où les perdants sont tués.Je recommande moyennement"
,"2,5",,"Scénario plein de potentiel avec ""violence à l'asiatique"" (du cru, du sang).Malheureusement, beaucoup de clichés au niveau de la construction des personnages. Beaucoup trop de ""coïncidences mystérieuses"" qui rendent la série atrocement prévisible. Plusieurs valeurs véhiculées maladroitement (par exemple la seule femme un tant soit peu indépendante et qui ose s'affirmer est littéralement hystérique et tout le monde la regarde de haut). Une mise en avant des valeurs de la force masculine et un rabaissement assumé de la faiblesse (qu'elle soit féminine ou liée à la vieillesse)...Et l'énorme cliché de
spoiler: 
 la secte de puissants qui savent plus comment dépenser leur argent et se divertir,
 vu et revu...Mais à part ces aspects, c'est dans le traditionnel des séries un peu malsaines et il y a de bonnes idées. C'est juste amené un peu maladroitement "
,"5,0",,"Ce que nous notons a nécessité des heures incalculables de travail. Ils méritent la meilleur note et une critique objective.Squid game est une série à part. Les choix cinématographiques qui ont été faits sont spéciaux et inattendus et pour autant très intéressants à regarder même si on en a pas l'habitude. L'histoire se passe dans peu de lieux différents, à la limite du huit-clos, mais ça ne se ressent pas. Pour vous donner une image : the cube (1997) est plus un huit-clos que hunger games (2012) qui l'est autant que Squid Game. Et tous les trois se ressemblent sur certains points : rapport à une mort quasi certaines, espaces clos, dangereux et imprévisible.Dès le début, les personnages paraissent tous un peu exagérés : les personnes âgées recroquevillées et altruistes, les pauvres addictes aux jeux et immatures, ... Parfois même on trouve le jeu d'acteur surjoué mais rapidement tous deviennent très attachant et une fois habitué on apprécie leur style particulier, un style qui ressemble un peu aux pièces de théâtre finalement. L'ambiance que créé ce film, avec ces personnages clichés, la façon de jouer, ces décors minimalistes mais puissants, rappellent vraiment le style thriller/épouvante/mystère des films comme the Cube, Plateforme (2019), Exam (2009), etc. Et c'est un vrai régale de se replonger dans une intrigue si simple et angoissante en même temps.La série se tente aussi à des mises en scène ambitieuses et c'est plutôt réussi. A un moment par exemple, (sans spoil), une scène de plusieurs minutes nous montre deux acteurs et un long monologue. Pas si fréquent que ça dans le cinéma et pourtant très bien interprété ici. Scène suivante, même schéma mais différents personnages. Un enchaînement de scènes qui nous fait frissonner !Un autre élément appréciable de cette série est que son histoire a une fin. Une fin ouverte certes, mais une fin satisfaisante. Nous savons aujourd'hui qu'il y aura une deuxième saison, et tout est imaginable mais ici nous avons bien une fin qui permet d'apprécier la série sans être déçu de ne pas pouvoir cliquer sur ""épisode suivant""."
,"4,5",,"Subjuguée par cette série, très prenante car nous sommes faces à l'humain dans toute ses facettes et il ya en plus la notion du choix dans ce show où l'on ne fait pas que subir impuissamment puisqu'on a la possibilité à un moment de 
spoiler: 
retourner dans cet enfer !
Pour ceux qui critiquent le jeu d'acteurs, intéressez-vous à la culture avant, les coréens SONT comme ça majoritairement, si c'est votre 1er ""Kdrama"", pas étonnant ;)"
,"4,0",,"J'ai regardé cette série avant la hype, et je l'ai beaucoup appréciée, cependant je la trouve très surcotée aujourd'hui. Certes, elle est très bien, mais tout le monde vendait ça comme LA meilleure série de tous les temps, ce qui n'est pas le cas à mon sens. Le principe est bon et j'adore ce genre de trames. Les épreuves sont sympas, il y a des rebondissements notamment à l'épisode 6 qui était assez fort en émotions. Les personnages sont très réalistes (petite mention spéciale au policier qui est très beau). La hype se comprend, mais je trouve qu'il y en avait trop qui était fait. Par contre, je trouvais ça assez prévisible que 
spoiler: 
 le numéro 001 est en fait l'organisateur de tout ça.
 Je m'en étais doutée à partir du moment où 
spoiler: 
il avait mit en scène sa mort durant l'épreuve des billes, sachant qu'on ne l'avait pas vu se faire tirer dessus, je trouve que c'était assez logique qu'il ne soit pas mort
. Le jeu d'acteur est bon, on y croit, et l'épreuve qui m'a fait le plus stresser est celle des vitres (la dernière) où l'atmosphère était très prenante. Je suis déçue de certaines morts, mais ça faisait sens car il ne pouvait y avoir 
spoiler: 
qu'un seul gagnant, et c'était un peu évident que ça allait être le personnage principal qui allait gagner.
Pour résumer, cette série est très cool, et si vous ne vous êtes encore rien fait spoiler en allant sur les réseaux sociaux c'est un miracle. C'est sympa, mais pas très joyeux. Cependant tout y est pour passer un agréable moment."
